KEY,VALUE
no_wank_master_fight_wank_text2,"<speaker(censor_male)>""比如看这可怜的蠢材，""戒撸大师继续道，
""他具备习惯性撸瘾者的所有特征。""

""习惯性撸瘾者，习惯性撸瘾者！""喽啰们齐声念诵。

<speaker(mork)>""什——什么？！""莫克语无伦次，脸颊瞬间涨红，
""我从不参与此种淫行。""

<speaker(censor_male)>""否认只是他成瘾的首个特征，""祭司继续发言，仿佛莫克根本不存在，
""看他放荡的衣着、水汪汪的淫眼、右手强健的指肌，以及下体肉欲的隆起。
显然，这东西连两小时不撸都做不到。
他此刻恐怕正想着掏出来狂撸呢！""

<speaker(censor_female)>""无耻撸徒，无耻撸徒！""人群吼道。"
no_wank_master_fight_wank_text3,"<speaker(mork)>""我才没有！绝不可能！这都什么跟什么？！""莫克尖声道，绒毛下的脸涨得番茄般通红。

<speaker(censor_male)>""现在可明白我神圣教义的精髓了，撸徒？""祭司向你发问。

<speaker(player)>""完全不明白。""你说。

<speaker(censor_male)>""真遗憾，""戒撸大师吼道，
""若你长久远离罪恶，或许能重拾几分智慧。
我会为你被玷污的灵魂祈祷。"""
no_wank_master_fight_sins_text0,"<speaker(player)>""你自己看起来也挺罪孽深重的。""你指出。

聚集的喽啰们惊恐地倒吸凉气，戒撸大师则像被刀捅般猛地一颤。

<speaker(censor_male)>""你竟敢指控我是堕落的撸徒？！""他吼道，受辱的喘息间那话儿随之晃荡。"
no_wank_master_fight_sins_button0_0,我倒不是这么说的
no_wank_master_fight_sins_button0_1,没错，我确实骂你是变态撸徒而且坚持这个说法
no_wank_master_fight_sins_text1,"<choose(speech,no_wank_master_fight_sins_0,words|<speaker(player)>""我倒不是这么说的。""你表示。)>
<choose(speech,no_wank_master_fight_sins_0,wanker|<speaker(player)>""没错，我确实骂你是变态撸徒而且坚持这个说法。""你说道。)>

<speaker(censor_male)>""我从未受过如此侮辱！""祭司吼道，
""枉我为你付出这一切。
绝不能善罢甘休！！""

<speaker(censor_female)>""处决忘恩负义的撸徒，处决忘恩负义的撸徒！""人群齐声咆哮。

<speaker(censor_male)>""我向你发起戒撸神功生死战！""戒撸大师怒吼，
""愿最伟大的非撸者在荣耀禁欲中证明尊严！！""

<speaker(censor_female)>""戒撸神功，戒撸神功！""喽啰们呐喊助威。

"
no_wank_master_fight_sins_button1_0,行啊，随便
no_wank_master_fight_sins_button1_1,哈，你中计了
no_wank_master_fight_sins_button1_2,反正我说什么你都不会听，对吧？
no_wank_master_fight_sins_text2,"<choose(speech,no_wank_master_fight_sins_1,sure|<speaker(player)>""行啊，随便。""你说。)>
<choose(speech,no_wank_master_fight_sins_1,trap|<speaker(player)>""哈，你中计了。其实我才是史上最强戒撸神功大师！""你宣称。)>
<choose(speech,no_wank_master_fight_sins_1,listen|<speaker(player)>""反正我说什么你都不会听，对吧？""你说。)>

<speaker(censor_male)>""撸徒啊，你绝无可能接下我的终极奥义，""祭司完全无视你的发言继续吼道，
""接招吧！万日坚忍之至高真空突刺！""

祭司开始面向你胡乱顶胯，同时发出哼哼声。
动作让他勃起的阳具疯狂甩动，前列腺液四处飞溅。

<speaker(censor_female)>""竟是万日坚忍之至高真空突刺！""一个喽啰尖叫道，
""这撸徒绝无可能抵挡如此纯净的技艺！！"""
no_wank_master_fight_sins_text3,"你看着这怪异又尴尬的场面。
什么也没发生。

<speaker(mork)>""大人求您别愣着了，继续吧，""莫克恳求道，
""光是旁观就让我为身为凡人感到羞耻。""

<speaker(censor_female)>""天啊，这撸徒竟纹丝不动就化解了戒撸大师的终极招式，怎么可能！""另一个喽啰惊呼。

<speaker(censor_female)>""肯定是诡计！
某种骗术！""第三个尖叫道。

"
no_wank_master_fight_sins_text4,"你决定是时候结束这场闹剧了。
<switch_privates(You grabbed hold of your <cock>, showing off its glory to the audience around you. |
You dug your fingers into your <vagina>, before bending them apart, opening your folds for all to see. |
You grabbed hold of your <cock>, while digging the fingers of your other hand into your <vagina>, and opening your folds for all to see. |
You stroke your glorious lack of genitals, displaying your flat nothing to the world. )>
<switch_breasts(You shoved your torso forward, pulling your chest muscles tight, and showing off your flat chested beauty. |
With a shake of your torso, you sent your tits jiggling, drawing the gaze towards your dainty nipples. |
With a shake of your torso, you sent your massive honkers jiggling, drawing the gaze towards your sizeable nipples. )>

你淫靡的展示引发观众一片惊喘，有个喽啰当场晕厥。
祭司本人满脸慌乱，乳首勃起，阳具如决堤般渗漏。
无法接受失败的戒撸大师握住自己的肉棒，准备与你展开生死对决。

"
no_wank_master_fight_sins_text5,"<speaker(censor_male)>""我此刻绝非在狂撸！""祭司吼叫着使出凶残的双掌劈击。

喽啰们忠诚地效仿导师，抓住自己的性器并将手指抠入缝隙。

<speaker(censor_female)>""我们此刻绝非在狂撸，我们此刻绝非在狂撸！""她们尖叫道。

祭司终于全力发动鲁莽攻击，一边朝你方向疯狂挺胯，一边用双手抽动自己的阳具。

<speaker(censor_male)>""接我这招永恒双手清净净化光波斩！""他向天狂吼。

<speaker(mork)>""这他妈到底在搞什么？""莫克彻底混乱地结巴道。

<speaker(player)>""嘘，莫克安静，我觉得我要赢了，""你说着准备使出终结技。

<speaker(mork)>""赢什么啊？！""他嘶哑地喊，但你置若罔闻。
他根本不懂欣赏戒撸神功的精髓。"
no_wank_master_fight_sins_text6,"<speaker(player)>""你这微末攻势于我如浮云，戒撸大师！""你宣告道，
""我的境界远超你千重。
见证我这招处男毁灭狂潮——终极撸术！！""

<switch_privates(You stroked your <penis> with expert skill, making your veins bulge and your fluids leak, displaying every inch of your bulging shaft to your captive audience. |
You fingered your <cunt> with expert skill, causing an orchestra of wet squelches and dripping fluids, displaying every tantalizing inch of your entrance to your captive audience. |
You stroked your <penis> and fingered your <cunt> with expert skill, causing an orchestra of wet squelches and dripping fluids, displaying every tantalizing inch of your goods to your captive audience. |
You stroked your genital-less crotch with expert skill, showing the audience a technique of absolute nothingness they couldn't even have conceived of moments ago. )>
<speaker(censor_female)>""不行了，<his>的能量层级太压倒性了！""一个喽啰呻吟道，
""我的元精失控了！
无论怎么重复压制竖撸法都停不下来，停不下来了！！""

"
no_wank_master_fight_sins_text7,"<speaker(censor_male)>""坚持住啊弟子，坚持住！""戒撸大师呻吟道，
""保持定力，加速撸动！
只要撸得够猛，定能抵御这邪恶魔——""

祭司的狂吼被突然迸发的刺耳呻吟打断。

<speaker(censor_male)>""<item(super_spiritual_macguffin)>在震动！""他尖叫着开始流口水，
""不可能，偏偏是现在。
封印减弱，圣物寻求解放。
我感受到了！
我的屁股！屁股着火了！
这快感，排山倒海！！""

祭司开始像被附身般疯狂自渎，仰头向天发出哀鸣。

"
no_wank_master_fight_sins_text8,"<speaker(censor_male)>""要出来了，要出来了，有什么东西要从我鸡巴里解放了，我控制不住！
宽恕我！它来了，我的元阳，它来啊啊啊啊啊！！！！""他在高潮迸发时狂吼。

积攒数十载的浓精如白色喷泉从阳具爆发，将他自己、地板和周围所有人裹上前所未见的粘稠腥膻精液。
他的臀部最后一次紧缩，炮弹出膛般射出一件物体，随即瘫倒在自身体液形成的泥沼中。

整个房间的喽啰纷纷效仿，目睹导师被乳白浪潮淹没时相继爆发高潮。
顷刻间，屋内只剩精斑与无意识扭动的躯体，仍在欢愉中呻吟。"
no_wank_master_fight_sins_text9,"莫克用死鱼般的眼神看着这片狼藉。
他俯身从地上捡起某物递给你。

<speaker(mork)>""给您，大人。您的<item(super_spiritual_macguffin)>，""他毫无感情地说，
""希望您满意。
现在恕我失陪，得去找勺子挖眼珠。
我决定不要这双眼睛了。""

听完这番睿智发言，你们重返征程。"
no_wank_master_wank_ko_text0,戒撸大师躺在自己的精液河流中，后穴依旧大开。
purity_mook_female_wank_ko_text0,那名喽啰经历了剧烈高潮，一时半会儿起不来。
purity_mook_male_wank_ko_text0,那名喽啰经历了剧烈高潮，一时半会儿起不来。 
mook_walk_in_on_text0,"当你离开暗丘镇常有人迹的区域，走进教堂后方僻静角落时，零星对话飘入耳中。
一名女喽啰与两名男同伙正缩在深处，激烈讨论着宗教议题。

<speaker(censor_female)>""若从不以诱惑之恶为参照，如何能认知纯净的深度？！""女喽啰低吼道，""若无对立面，禁欲将毫无意义——那是缺乏阻力、毫无价值的行为。
故此，纯净岂不也需经诱惑考验方能彰显其存在？""

<speaker(censor_male)>""姐妹之言听来充满智慧，""一名男喽啰迟疑地应答，
""但这跟你让我脱裤子有何关系？""

"
mook_walk_in_on_text1,"<speaker(censor_female)>""听着兄弟，就看一眼行不行？！""女喽啰哀声道，
""这都没人愿意亮家伙，我怎么衡量自己的纯净度啊？""

<speaker(censor_male)>""我觉得不妥，""第二个男喽啰插嘴道，兜帽下的脸涨得通红，
""经文明令禁止这类行为。
或许该向高阶祭司请示——""

<speaker(censor_female)>""嘘——别犯傻！""女喽啰厉声打断，
""高阶祭司们太——呃——忙了；对，他们很忙；没空管这种小事。
就——别怂了快脱裤子。
越早完事越早解脱。"""
mook_female_peek_first_talk_text0,"<speaker(censor_female)>""就看一眼好不好？！""女喽啰紧逼道，
""只要褪下长袍片刻，我浩瀚的纯净之力自会显现。
为了光荣的禁欲，为了经文，行动吧。""

两名纯净教团男喽啰局促地挪动脚步，厚袍下无疑藏着勃起的硬物。

<speaker(censor_male)>""我不确定啊，姐妹，""其中一人嘟囔，
""这让我感觉怪怪的。"""
mook_female_peek_loop_text,"你谨慎地靠近这场循环无尽的对话，轻咳一声示意存在。

三名喽啰顿时僵直，如同偷饼干被逮个正着。

<speaker(censor_female)>""呃-，有何贵干陌生人？""女喽啰微微扭捏地问道。

<if_not_has_bottom_clothes(<switch_clothes(你 glorious <adjective_penis1> <penis1> 完全暴露在众人视野中，俨然引领着整个队伍。
你的第三条腿吸引了众多目光，尤其是那个女喽啰，她已经开始明显地垂涎欲滴。 |
你 glorious <adjective_vagina1> <vagina1> 完全暴露在视野中，向所有想看的人——以及所有不想看的人——展示着你神圣的门户。
教会的兄弟们似乎被你的缝隙深深吸引，但他们对这兴趣既感到兴奋又同样感到羞耻。
至于那个女喽啰，则主要显得失望。 |
你 glorious <adjective_penis1> <penis1> 完全暴露在众人视野中，俨然引领着整个队伍。
你的第三条腿吸引了众多目光，尤其是那个女喽啰，她已经开始明显地垂涎欲滴。
教会的兄弟们似乎也被你的 <adjective_vagina1> <vagina1> 深深吸引，但他们对这兴趣既感到兴奋又同样感到羞耻。 |
你 glorious 缺乏生殖器的状态完全暴露在视野中，向所有想看的人——以及所有不想看的人——展示着你不存在的资产。 )> )>
<if_has_bottom_clothes(女喽罗向你被遮盖的胯部投去悲伤的一瞥，失望地摇了摇头。 )>"
mook_female_peek_loop_button_talking_about,所以，你们刚才在聊什么？
mook_female_peek_loop_button_see_dick,你说了想看看那话儿，对吧？
mook_female_peek_loop_button_see_no_dick,你说了想让谁脱裤子，对吧？ 
mook_peek_what_talking_about_text0,"<speaker(player)>""你们刚才在聊什么？""你问道。

<speaker(censor_female)>""呃，没什么！""女喽啰尖声答道，
""就是些关于正义纯净的话题。
你知道的，呃，关于如何根除堕落之罪的秘密讨论。
像您这样衣着得体、心怀纯净的公民不必操心。""

<speaker(censor_male)>""对，完全是这样，""一名男喽啰过分热情地附和，
""请放心，好公民。
我们已确保此地没有变态。
安心吧！""

<speaker(censor_male)>""绝对靠谱，兄弟，""最后那个喽啰补充道，
""公民若发现任何伤风败俗之事，务必向最近的纯净教团官员举报。""

随后空地上陷入尴尬的沉默，谈话似乎就此结束。"
mook_peek_no_dick_text0,"<speaker(player)>""你们不是想见识肉体诱惑吗？""你无耻地指着自己赤裸的身体说道，
""现在，我自愿成为试炼你们纯净的诱惑。
我这谦卑之举不值得赞美吗？""

女喽啰毫不掩饰失望地看着你，显然对你生殖器的排列方式既不惊艳也不动情。
她显然是""非屌勿扰""那类姑娘。

而男喽啰们则明显过度兴奋了。
他们的目光四处乱飘，仿佛只有半数时间能控制眼球，其余时刻都不由自主被你暴露的肉体吸引。

"
